Date,Temperature
2020-03-10,27.842492109103336
2020-03-11,28.952079543425793
2020-03-12,28.932296385964165
2020-03-13,29.87383947577451
2020-03-14,32.23538299559468
2020-03-15,27.74505491469958
2020-03-16,31.463556687847284
2020-03-17,27.99643609901038
2020-03-18,30.375959090028577
2020-03-19,26.280159064029014
2020-03-20,27.044688212095004
2020-03-21,27.602862141021838
2020-03-22,30.782781895148823
2020-03-23,26.875784021882815
2020-03-24,24.000460684824233
2020-03-25,26.80453471393162
2020-03-26,29.809383967521633
2020-03-27,29.994589090949276
2020-03-28,28.32476699822838
2020-03-29,28.657233308142587
2020-03-30,31.81850994109944
2020-03-31,30.96540112791174
2020-04-01,24.69100921878216
2020-04-02,26.629354308355605
2020-04-03,29.645402448561796
2020-04-04,25.16776332945789
2020-04-05,28.8785891860055
2020-04-06,26.64636105787456
2020-04-07,20.71170464281998
2020-04-08,23.77042688074095
2020-04-09,24.098878119720798
2020-04-10,26.919121710670034
2020-04-11,26.28993130743853
2020-04-12,24.13363719004529
2020-04-13,22.819537454766156
2020-04-14,25.630229533434242
2020-04-15,23.421017633932824
2020-04-16,25.779785722475516
2020-04-17,24.296517829837963
2020-04-18,29.99255783456858
2020-04-19,21.840740539842677
2020-04-20,17.722791972167286
2020-04-21,20.107487577967422
2020-04-22,25.334183016909513
2020-04-23,19.854804307809385
2020-04-24,22.87805528194842
2020-04-25,23.289957114394824
2020-04-26,24.112606160039167
2020-04-27,25.40784611145895
2020-04-28,23.216511837585628
2020-04-29,20.340611137590855
2020-04-30,23.11283379786854
2020-05-01,21.144142486802398
2020-05-02,22.50865835339693
2020-05-03,17.571967377826002
2020-05-04,17.217585703399653
2020-05-05,19.341172152488635
2020-05-06,18.536403502183152
2020-05-07,24.032142709300217
2020-05-08,17.847712354634695
2020-05-09,16.07256764332633
2020-05-10,14.857703246721965
2020-05-11,19.087767153847615
2020-05-12,15.114804255057315
2020-05-13,18.301683419265352
2020-05-14,19.119997553671173
2020-05-15,15.474442119773256
2020-05-16,16.447277512718426
2020-05-17,16.542161809232162
2020-05-18,16.859984554672607
2020-05-19,14.093167787755887
2020-05-20,15.705502760026292
2020-05-21,15.91293979040626
2020-05-22,14.51728440805405
2020-05-23,11.486180513776272
2020-05-24,11.888464298179603
2020-05-25,15.188130782413559
2020-05-26,20.489245715502946
2020-05-27,12.965643158133046
2020-05-28,12.36834695807034
2020-05-29,16.084379197951588
2020-05-30,13.743151197624156
2020-05-31,10.47366261517073
2020-06-01,13.7139064417362
2020-06-02,13.923566111448213
2020-06-03,15.11595206815433
2020-06-04,14.032061632730455
2020-06-05,18.06760081962712
2020-06-06,12.588351805366212
2020-06-07,9.683160148820951
2020-06-08,12.695707719533601
2020-06-09,12.561463662949938
2020-06-10,7.68746978908845
2020-06-11,5.785106410542001
2020-06-12,15.288404602768813
2020-06-13,10.252282415423922
2020-06-14,5.639918594901524
2020-06-15,7.689146647623998
2020-06-16,8.740785179776308
2020-06-17,10.862420902298668
2020-06-18,10.228970278695924
2020-06-19,6.306588195723996
2020-06-20,12.464795009545663
2020-06-21,7.551579970826473
2020-06-22,9.39395159560493
2020-06-23,10.154056527322824
2020-06-24,11.011418280795558
2020-06-25,7.31806015642389
2020-06-26,6.643317129891403
2020-06-27,12.264076704731135
2020-06-28,12.428697950552618
2020-06-29,11.381499551208071
2020-06-30,11.359848618365156
2020-07-01,13.097632977501421
2020-07-02,10.386738703112538
2020-07-03,9.058676934062243
2020-07-04,7.50055402501626
2020-07-05,9.61289524295442
2020-07-06,8.32469441327466
2020-07-07,6.391527552875908
2020-07-08,11.990785352155012
2020-07-09,12.707942127422621
2020-07-10,9.758325833608664
2020-07-11,10.745326107935814
2020-07-12,11.627899929147844
2020-07-13,10.524986455583315
2020-07-14,11.368006691793138
2020-07-15,9.276742400056612
2020-07-16,11.879362077993722
2020-07-17,10.9566961332011
2020-07-18,7.444106792631214
2020-07-19,11.699196497928256
2020-07-20,15.744700812304158
2020-07-21,10.473777264273744
2020-07-22,8.72194330345258
2020-07-23,14.47612274977183
2020-07-24,8.024678197045004
2020-07-25,12.062180114384393
2020-07-26,9.594005016185367
2020-07-27,11.189747651075127
2020-07-28,10.969260464343296
2020-07-29,12.587708769017077
2020-07-30,13.15622369952743
2020-07-31,13.045786486432217
2020-08-01,12.76921099545806
2020-08-02,9.66655910206424
2020-08-03,8.115188251635733
2020-08-04,9.690429891512078
2020-08-05,9.943088586026493
2020-08-06,12.613651398210243
2020-08-07,11.676474295945292
2020-08-08,16.194572122701352
2020-08-09,14.305977489670175
2020-08-10,10.612578280114104
2020-08-11,14.94417771556101
2020-08-12,12.480172337643012
2020-08-13,13.522911168529351
2020-08-14,15.887119539100341
2020-08-15,14.173512457970869
2020-08-16,13.943791936827733
2020-08-17,19.273406222507024
2020-08-18,18.227341713464995
2020-08-19,17.089716824138304
2020-08-20,17.01935954955072
2020-08-21,18.425507607914923
2020-08-22,21.92440971190213
2020-08-23,17.387913315128742
2020-08-24,20.454595135894724
2020-08-25,16.893353339628224
2020-08-26,20.530701201825508
2020-08-27,16.560177123239818
2020-08-28,16.434125317374352
2020-08-29,21.840831634970243
2020-08-30,23.129237184384422
2020-08-31,21.958927323933388
2020-09-01,20.565604935652377
2020-09-02,19.51322713422044
2020-09-03,19.506164310908673
2020-09-04,19.395480270821142
2020-09-05,17.952722514298724
2020-09-06,22.664177957775614
2020-09-07,17.047558030264398
2020-09-08,26.207103298294975
2020-09-09,25.95641706189405
2020-09-10,27.136298572567313
2020-09-11,23.554438813131682
2020-09-12,22.556789200414787
2020-09-13,26.377542278770907
2020-09-14,28.10523121962065
2020-09-15,18.723683346495307
2020-09-16,23.09920856061815
2020-09-17,21.97877737337402
2020-09-18,18.23550648338434
2020-09-19,26.95670303474738
2020-09-20,21.762776263137354
2020-09-21,29.356187969231083
2020-09-22,25.620995608622728
2020-09-23,32.30655288885492
2020-09-24,30.84229394543383
2020-09-25,30.017339796226377
2020-09-26,27.766252064997204
2020-09-27,26.896222961181447
2020-09-28,26.638638127481336
2020-09-29,25.251197248556153
2020-09-30,29.748357727130493
2020-10-01,26.511921242845798
2020-10-02,28.30319892611358
2020-10-03,29.482749006356617
2020-10-04,29.65057921600522
2020-10-05,26.279940893602564
2020-10-06,34.00267132875338
2020-10-07,27.58969271385456
2020-10-08,28.957853192076126
2020-10-09,31.124542258742533
2020-10-10,33.34176315835046
2020-10-11,23.5455418436828
2020-10-12,31.290245979232242
2020-10-13,28.150637933511277
2020-10-14,27.524320333471465
2020-10-15,27.956476730881327
2020-10-16,30.578166625576426
2020-10-17,28.46326909550671
2020-10-18,31.617868730160165
2020-10-19,30.72804390197092
2020-10-20,29.647132900811666
2020-10-21,31.469051299360938
2020-10-22,26.345567132591736
2020-10-23,27.17875585230975
2020-10-24,29.704277634221413
2020-10-25,26.298414316572597
2020-10-26,26.146526351526155
2020-10-27,33.13039540335689
2020-10-28,28.267460350157954
2020-10-29,27.96495807731804
2020-10-30,31.26742094703291
2020-10-31,28.705771661404146
2020-11-01,29.143684482305794
2020-11-02,29.317628028035784
2020-11-03,29.263031019474337
2020-11-04,24.993675871021793
2020-11-05,32.830637733137145
2020-11-06,32.68394083411695
2020-11-07,26.44403281648534
2020-11-08,32.158590685199
2020-11-09,32.286105212139454
2020-11-10,26.545442456434174
2020-11-11,28.58117505079744
2020-11-12,30.055452583937818
2020-11-13,30.871747397344144
2020-11-14,28.182905854019324
2020-11-15,26.464076692357914
2020-11-16,33.423710969562435
2020-11-17,27.999583285438188
2020-11-18,29.473655036727852
2020-11-19,28.502617550670276
2020-11-20,28.66303294327864
2020-11-21,30.17595942116925
2020-11-22,29.825251729529775
2020-11-23,29.194464181039287
2020-11-24,29.77253518532782
2020-11-25,32.260922541903284
2020-11-26,27.93799871327607
2020-11-27,30.219122035199177
2020-11-28,27.60259311094052
2020-11-29,28.256287877007253
2020-11-30,29.570045193365964
2020-12-01,28.126362090309097
2020-12-02,28.751692826899056
2020-12-03,27.208303738140135
2020-12-04,32.59659987335361
2020-12-05,20.66619319444177
2020-12-06,26.155909755196202
2020-12-07,25.160790808764464
2020-12-08,27.58992690200422
2020-12-09,28.861737769194434
2020-12-10,29.32653418547239
2020-12-11,22.19714935446485
2020-12-12,27.64288997345202
2020-12-13,22.843463438329024
2020-12-14,23.734934917192213
2020-12-15,25.524077738775475
2020-12-16,17.87736623103104
2020-12-17,23.388303129985147
2020-12-18,21.815633602590918
2020-12-19,24.619913358745837
2020-12-20,23.32087398072129
2020-12-21,20.86305298249772
2020-12-22,22.038890106520512
2020-12-23,22.142967746062602
2020-12-24,16.897959648534844
2020-12-25,23.435859319422818
2020-12-26,20.312884277893577
2020-12-27,20.864025133300583
2020-12-28,21.008594241183044
2020-12-29,19.648784366043227
2020-12-30,20.3705668180709
2020-12-31,19.677333120355534
